glyph_hash,font_postscript_name,glyph_name,codepoint
da26b48062f1520c04808a9a4ed651cef139e4989279af330f702d075202637f,Drutsa-f2,braceleft,123
3ce7a4f69bd5db03b2e6670f49b32d2c47b3192729ac7cb6fb45ffdbfb2305fa,Drutsa-f2,asterisk,42
5f381ba5a7525227011440f551bf91a061a64673dcbdf84f605891bdccbc7b3b,Drutsa-f2,dollar,36
2474844c53934ba923ec12f257930d390999146a56ce85a41f0439da078499ac,Drutsa-f2,zero,48
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-f2,space,32
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-f2,space,160
a6c57e7dd0babbc08b7eaa4f71936f0c8d31e34bd163b4fcda4e7db47d03062b,Drutsa-f2,ampersand,38
1ad9c28f7eb32c004430f4c42d33211858ab6150ac21c8853dc13063a09872c7,Drutsa-f2,f,102
0a5d0fe32f34bb9a1bd7f8b9d6d4cc872998e4b6c2d3ca79970f0f669a086dae,Drutsa-f2,U,85
3145fcb30cf68dbb0354826f6465ba1aec83ca17dcc39670f2bfda82f11c4e05,Drutsa-f2,t,116
91ca231344ff8ac57c562945ed3fd18fca21101a9ea5ee8b73ccb87ea41c42d7,Drutsa-f2,backslash,92
c5754bbf5ee3bba5f806b3c598ba3060f97091a6d19a00dba9b3f05e39f6baa7,Drutsa-f2,W,87
afcd078c31e95d48f128979065bc5b8c78be82670efaac801ac577cbd8486c2e,Drutsa-f2,three,51
c8dbee3be5424df76b175b5c93c09b8e4360f163aff9cbae64905439bf04992a,Drutsa-f2,l,108
828a48f39d03f76539a2bc0a04a5adfe62fd07969d9a49eff4998964c89a37e2,Drutsa-f2,m,109
8b3dc37e93d4d97000174300c4c40d6315178a3b0442838db1cfee186f19aa65,Drutsa-f2,underscore,95
5a7414eaa80c7b4a5e74fe285aef7c16dfb65a8c3771d729970b3bd0c0e71219,Drutsa-f2,nine,57
d12c4d5da614e938eee5393c8fa9c43dd89d3cd4ae7713c540708a0e92094ff3,Drutsa-f2,M,77
d7745dc512dc73d16157d38f454617091ee8bb554764f2fff839ea81f9db7c8c,Drutsa-f2,q,113
a792e1174a1b7df753eb5551551c295e980182f3b4471558c55810343ee5908d,Drutsa-f2,six,54
4aa86f9f947418dc4427c97bad50787be865e13f534ffe0b9cf7f1a37b1d8d73,Drutsa-f2,seven,55
8c7f2960713c5efe55fa1e5e73d6d7310a1e2c4c723e61fbf853b53b8a483c99,Drutsa-f2,at,64
5ca99ba7e514d81bbd87b8fe17112ed4943c0f2e82a3aaaa2f92bad178e59a5b,Drutsa-f2,eight,56
8a58a36a63ef6515fbf5771466a9c1f86bceaae37a2ece02749c515a039a4b9f,Drutsa-f2,visiblespace,57347
31590a118cac32dbe0d4632b1a77c39b98a1f37a544f1456120876d656eba51c,Drutsa-f2,F,70
0944da05f065ca0fc5b5f4800617438e646ce59e0e782dc7db9834e18b2ad916,Drutsa-f2,bracketleft,91
377c2e2b980973d833eda3be84b8ca4478822fecd4fb59d78a9a7eb210d24b76,Drutsa-f2,parenleft,40
5cd8a7613ec470aaeb47d4ea1ea1f5670bc2cffdceefc8ab21f337444517ce04,Drutsa-f2,semicolon,59
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-f2,.null,
e8b325a8848e0f8a3172a9d713bc82e35f4d0c3a170678e8e05cbae173ee2827,Drutsa-f2,slash,47
d6e25b4b4f8c5c96223285c9f9f7099ce937a44f7cc848c5d67acfb8a595b37d,Drutsa-f2,s,115
c85667f23fe18fe0ee59ebc6e9f5e889bf59710357e539e12f77688defc13545,Drutsa-f2,percent,37
1c97c84c7e1b590190f01a3b16a505dc6d84aeaf85909a954d032c0bb53e4c93,Drutsa-f2,.notdef,
efeaeda1ed2aeb327ca3190d19851b8a521c95cb9451a88cf26ce2bded199030,Drutsa-f2,R,82
1c08947293f1ee4bc97518630e1991d51f12aba257a876d9bea072436fc2925e,Drutsa-f2,v,118
a33b0c40079e15989a91831a51e61adbb1dcb25c161fd3c908f9fb7804771c58,Drutsa-f2,one,49
21673820129f2b741e933857631731c0f0e6c91718c3ef8e77cfcb63a6ba27b5,Drutsa-f2,o,111
12cbf65b2fe8c6893d368ecea23958965b747c12bd3677c536d2dcbfe9f91fe7,Drutsa-f2,less,60
da589d944abda9f10a5ee432519814700d7ab6100b9a7bea5c431a90e9728eb5,Drutsa-f2,H,72
4f155fc3fb5e7b7506cd84715c3aa20954e05f07ed8aee6787abcf21466ae4ed,Drutsa-f2,d,100
9e371c6ba41b8a950d8c2e0a58b46fb3e25f377f4aec8a946c1af77a85329ca2,Drutsa-f2,u,117
a86700d42ded40ad1dc0833e114d407ef2136c7169c4ca9de3ebe6a74b38b82f,Drutsa-f2,j,106
600eea97897a4d20499b178512b71778536b1960f1f7355f1bec5008ad51bbcf,Drutsa-f2,E,69
fb56330987f44ddf44e1e14adf30bccf0172764d7544d4708ce1aa3f1b744e37,Drutsa-f2,exclam,33
958588e99336f1e711c2186b637a1d0c067302677b8749a9578038caf140b2c3,Drutsa-f2,Z,90
3fa09acfd705b2def92723bac1cec60a10bc7cdce95b6a9279c57a87ca9118d5,Drutsa-f2,x,120
5db9c29a06e7adab32933da857ba5cc941f88392dbe79f7bc998b160adda68de,Drutsa-f2,bar,124
66ca4ab2a1039265fc3de63a732c0622e187bc59d82c541ba147042e4efdd87d,Drutsa-f2,period,46
0ffc4c745d351a0ad6f82f927003bfe9a9815517b4041364232588b2b5b59816,Drutsa-f2,B,66
1914618dc9ebdcf9c67bf558ef4cdf3a58b544c45c340727bc1e61404b864383,Drutsa-f2,equal,61
c4b8538222bf6dde791c0ed97e8640109d6c19287371821780b9a29ec06e9db1,Drutsa-f2,nonmarkingreturn,
a878a2941db32ca8690117e2fc252848070ae610c2cd18582fd1b4c624c0cb7f,Drutsa-f2,Q,81
ddda9a0c37f50bfcb56bc87e9cc5f5ea3f46ef8c218fe41260c86dca1d40c0d3,Drutsa-f2,G,71
9dec0ae93be959065b339de045e6c1b2c9bf840ee270162e3ba3ad183fb7f781,Drutsa-f2,h,104
755b3ca812b75905c7175618efc2e32d3eed2a994ada3c437b86ea5f1ecb2a3f,Drutsa-f2,p,112
6c1bc68cc92ff6a608109e763cad94b6200e148b9cef7ee238fcb4f515b75b87,Drutsa-f2,colon,58
ac2045169a905ceb4d6bdb4e357452149340cbe67ab6c88054b13e8f5af92b12,Drutsa-f2,i,105
0228792ba226a443fb07f44a806991b9e3597e6348fdf854c9f46b645417bf3f,Drutsa-f2,Y,89
097f900ddfa83c847d4b8c2daff97cd8b16cc8750eaced67ef552186db30dc41,Drutsa-f2,braceright,125
014bf145a2f2fbfa4b539266f07a88f43b5811ac043516237c84eb6faca82ee7,Drutsa-f2,P,80
aafec0353202b2e33e70d31a02cea7ce427a01f7889d2a814c8e8192da735124,Drutsa-c,m,109
afa48b9c586b6acfd3ce6612ee0013f31ca3e84e728e40b1ed1448ffe5e31a22,Drutsa-c,bracketright,93
fe3ed6e8ed2739ee2e35928fee232e81bc7290fb161ca03fc2857a676c92fc50,Drutsa-c,n,110
fc377f8e61983678f578059fd0afe706e4e59660c4f0035720d12385d3016b83,Drutsa-c,two,50
8c1677f4d3fd24f016299ab4ba7d802f91f3346fd7e3a597410ff26c76226ff6,Drutsa-c,i,105
a7e79e18bf02ff9abb586d52f8c06726c1f63c43e38397b54b7612c3997ddc6d,Drutsa-c,p,112
3345e14d743231a5d950f9eec348e284001dc634195fc0a9303c466b74c652ea,Drutsa-c,braceright,125
f5dce81290ea62d9fcad1954c2686df15b1d38baaebf9cb3a1701cf828a38f93,Drutsa-c,at,64
087dca34d0654d14fcbedf59eb30a842be00b052f8bea607834f565334da58bb,Drutsa-c,q,113
1a32a224097ab5d822ec932169d43b083aa135d8e242399847288d90f8145486,Drutsa-c,three,51
36580f684f72925f2435874a7f8e568ef55b7eddc8212fd81dea3647b77ce5e3,Drutsa-c,u,117
e731c7495b8d6e5a088e710688fb9a3369e2ca6e34254bd73c915cdd7884f7e3,Drutsa-c,question,63
f4d0be97b695fd6481d8c64142ba9894434581e08bb881bf79e39ca4e1f28374,Drutsa-c,percent,37
de6947acfdc2d70c23a0ee6639ed5688286b2f8f9ba50011a3ae27118a478345,Drutsa-c,eight,56
a96f8850f4235b510c8120572058aa13301fc5cb99c684e8307fb7e6a357f09a,Drutsa-c,nine,57
5e1c6bc69e879896f73a16dd770571fe8804795fe55e3bc8461ea4af3f6d54e4,Drutsa-c,greater,62
695a628e290d3113bb26878c30e0c6fee067e1ce2a7773f2772e010947e944e1,Drutsa-c,period,46
3f5d76cc982512a92d3cc00034860d13d4f5a5dcaaac379b75be129f0890278c,Drutsa-c,x,120
abae72f03909f041f8af91233d6c11afa4d23332b491a252de1a77712fb7489b,Drutsa-c,G,71
1d119cd7017fd86f9e33937292206ee6be9f4b2974b7327f1ebb3824b123815f,Drutsa-c,four,52
6a080c30461db61a1dbb51cdb181eaa30763881e48521d4653ada62b0cda16ed,Drutsa-c,M,77
39efb6f938c48d02f1bdd3406759ea25155207c3e68ff4c7cf4a53dfa3b88889,Drutsa-c,Z,90
2604ea7b5570963da9f0a2192bb91279c7571fafbffb8cc94676ed9c40fa94a8,Drutsa-c,W,87
feee994508c3041f54fedbeebbee922d5557990df18e3f07c0b3138bec63c3d0,Drutsa-c,numbersign,35
2fc4ebdfdce8883093480f561aa5e1982f6e9d9c6eb74f215c8faa0e95c00834,Drutsa-c,B,66
e06599e0832dcb99e03b3d1ea016e39e1c7d634ed5f0e76e9f6c582eb2cc9e0f,Drutsa-c,a,97
83d8651b5abeddeb09e147d8bb327abdb0655c2aeace52fa934a1b8e762c99b2,Drutsa-c,S,83
c08033349543008063ecc2f4abda7260944716e127b7a2b36fd16830442bc9d6,Drutsa-c,braceleft,123
03d0b6069a7ec1239260d9459d354939aa1cec205da41b7ca1b956d3dd353b24,Drutsa-c,less,60
f9d9a2d3d3b24a5e09092db2fbd0703e27069607e2907d643e6b3af73436bd18,Drutsa-c,A,65
81ba40f385a1366995995f8ea5868e296e27e6eba838fbabd23bede9ab14b4e2,Drutsa-c,bracketleft,91
10fd9614c681883dccbf37665adf2e8556fe3ae28bf94be8f17339760791d21e,Drutsa-c,C,67
e300d7240e73aa41b5b4cf4a5800686eadbc3e8488ad58bdf109f1e0a5c1be88,Drutsa-c,parenright,41
2f5278bbcd0ecc56b292392aa4b4def8623676481a9ed9334185b600144cedd1,Drutsa-c,zero,48
71446e474588e61041ba72ffc3432b2faa06bebaa26d3d800f457b862e6336fb,Drutsa-c,j,106
f7b4f753f1db5b1a46090fb038f83b686da8349b5ff80d23f9536adb6ede711e,Drutsa-c,exclam,33
790d227c01eb2431710e61f521886505dee3df64da151757f438dc121626ac2b,Drutsa-c,bar,124
d2880512e3fb4a3ca6cbafa895a1f94027eb44244ab7b35514d282a04172ec77,Drutsa-c,T,84
8f22b5c33f945c373d4189099305781f8785ea04fbec873a970f7a36594d1fc5,Drutsa-c,one,49
089d8f203c7881ffc1152345c61791038daf2f9e94b9badfebe730c7af45bfc7,Drutsa-c,R,82
8a92b153c964fdc1d6e7bbf26e1cb6a906f836713b250fa2d545860712fa60c5,Drutsa-c,V,86
df9434cb457130fb7c26459043c386bca156e32576cd68ee8aa278bb12ae2907,Drutsa-c,ampersand,38
63a0f17eda67919645cb86fd67f79b60dde03d3e48304d9226d1ecd9d040af7a,Drutsa-c,underscore,95
d044f92da1e3ade042893addb1fa3e0e7b6ab2a3aa86450538aa894d64b47117,Drutsa-c,w,119
23052d8ba3dedcd828b45f98e5dd933f38b48e166c217d80678a86d33f0ac1bd,Drutsa-c,K,75
10b1237e1ecb75dbe48480064a13d3fb457afe587abff0710d96f6538e6973a1,Drutsa-c,L,76
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-c,space,32
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-c,space,160
f9b7bc9faaa8a11ca13854f56db940f4ab566bb280037c576682ac4ca78e4654,Drutsa-c,I,73
081cfbbc736d1477da6953adf596c5a960917aa88bd3d4ef7797c3a1ebb1bee5,Drutsa-c,Y,89
09b65ab22523d49a8e62f5e84e4af7a98f3bd97160944032f21175e0c1ba488b,Drutsa-c,D,68
ffac8017a48f1d0710cd8c76fce59669daae36369e4cfe43ee6eaf92d002a8d4,Drutsa-c,c,99
cb9344ea687526b8f711983956276a8327085f740921f7b3ccea151bf7a2d856,Drutsa-c,asterisk,42
baafe9cb33e10181c9a6596893936405a8831ba31c91d8d0b0eba7fd269c176a,Drutsa-c,flex,94
2101b52c4bfc3f99a8d9f791c7ca866e731a614bc80b523c0fca5eb5ee00467e,Drutsa-c,F,70
0b13ced5a48c4d76a30918ecf600f511ff28e41bb22127b9124ec9ed0799be6f,Drutsa-c,g,103
34be2b7892e625105de5ba735f572c13ffb7b9c6e56a90876a8797166d7b6b6c,Drutsa-c,f,102
1611e17a2cd448a0eb589b1041c2dc56413929e69cad1a069905949b1cd5ef4d,Drutsa-c,l,108
e42abbdb735e4d5574aa87c844aa57be6a1cab7da198b22e7166b9f884f1ea0c,Drutsa-c,asciitilde,126
5ca8182e07132c3e458f053568e2754b6d87d4e342a0bcf8c74bba83ac4c208c,Drutsa-c,b,98
e5cb36bc39b88bdd088108981b94971dde768aa13b17274766c7a32eee66c4fa,Drutsa-c,h,104
53ad6a34897b79909314fa1f3bf2b4dc05bd5c71a8f408ac220aaf72f31e1f71,Drutsa-c,E,69
fbf4dd270751055e7a009da747b1555aef815c0b534658ff42db4da6181b149a,Drutsa-c,parenleft,40
6a7e30c697f6ef6ff694dba8af25e3cb41c382e4f818f3d5dc25a3d96d044ec4,Drutsa-c,dollar,36
59a7205b88c521279475cc18002e9173a31c83b5923a54f1c646c9c395747e7d,Drutsa-c,backslash,92
8a58a36a63ef6515fbf5771466a9c1f86bceaae37a2ece02749c515a039a4b9f,Drutsa-c,visiblespace,57347
7571923152d916663db4b2ea1f3f5443277ff0cdbfd74e55f2c274a6c3b3c914,Drutsa-c,r,114
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-c,.null,
2139c5d2be14a84c7fc003fbd74ea38357a89837db7f28c35f656d782bf78ee3,Drutsa-c,J,74
7df91cb51b75ca0c86f95099d2d9ea4e78bbddd31a30b6798111711beb040b7c,Drutsa-c,comma,44
fcbb94e6bae993d2803cd345290282abed850b025e63337ebf4bf65b4f4cbbf9,Drutsa-c,y,121
66402a5d169d8e06abe1e215133c5b802781f09b1dd761b7cca44bd601ed816b,Drutsa-c,d,100
37e8927f06f24a8d1a2244ef7ccec31997a8497b878638ed0ab41c400b5d2393,Drutsa-c,U,85
bbfb05f36cfb23eed07495692e9f1db7c75102d774c5f353463f9c2d8b192aed,Drutsa-c,o,111
1c97c84c7e1b590190f01a3b16a505dc6d84aeaf85909a954d032c0bb53e4c93,Drutsa-c,.notdef,
7a2470971dbec7ac44fe15bd37ef0139544e26bcbcbfda0b8bdd5d460ea52677,Drutsa-c,colon,58
b356c6bd530b5c3bf4f0b3f99709befb4a08f201f521361a4cfc4ab3ea1596d8,Drutsa-c,Q,81
adff0b8e39b518d8fedaf8854432a35707f0362393d9653705f0d1a688ff4d3e,Drutsa-c,P,80
3f3bf6cea621b6119c327b45d0ebb95b19827963ad8d0efb5b7440e2d773a72d,Drutsa-c,e,101
00505f9e9ab15e6dd845977c994b2f9d7abda4770298cf1fbe381e46e461265c,Drutsa-c,X,88
1600ec65de64d211c305625fab45786f9661cac4e0622a1994bf1df0ae605bf2,Drutsa-c,seven,55
cbb88e0b70e0d818e118d6b615146c1e9a5c0f449591f615ffe4163c3ea81b16,Drutsa-c,equal,61
9679340b7313cfaa8e60251e4069cf2a0a58b16f7d1a5068c212354ea59168a5,Drutsa-c,plus,43
25191123c111865f51c99156522d8fad05420a946f882c2c3ee57609eb57dc6e,Drutsa-c,t,116
08196fa53918725a3d84cc94f096969f98805904827638e673e43c0cf406c7ae,Drutsa-c,five,53
b1fd5ea547c09ab1ee4323fec29f21c8eb115c2622d538ff6b42fb1b667bde78,Drutsa-c,six,54
546cc18a6af46320b16f7179da65e377aeee299ac91590def53a1a14b85eef15,Drutsa-c,v,118
37054ed2245b1d0d0fba43835ebd90ccf14585f16ec3f261b0ea9281c773620b,Drutsa-c,k,107
c4b8538222bf6dde791c0ed97e8640109d6c19287371821780b9a29ec06e9db1,Drutsa-c,nonmarkingreturn,
a588a8f84ce6c2de953df7e5c25c043b2dc38969ff63bc64f808422487e40e9a,Drutsa-c,z,122
bd22ec49e9071169a7121f72a9b55be1039a2b58b54b988e9b2e5613aff2b99a,Drutsa-c,slash,47
822a177bed029e843f171dfca735cf2fb406f7660d63116b52c3eb48d6758dc4,Drutsa-c,s,115
67f03cbdcf9c88eb560cab924f416d7b404a26da3aa31a035370027abbc25f52,Drutsa-c,N,78
c1f010bbb2e83365459db4858f9e5d84e370d89ca9b04f15a4f6efb308f36678,Drutsa-c,semicolon,59
55e9975724d89c544581a52414fa19801f8ba622a51dc62a8b3c988cd419acd5,Drutsa-c,H,72
a752c7a7ae97b18091362fc9545565291d52139a7db94b6ae967f142cb0d85c9,Drutsa-c,O,79
9b18c9db50d9f4d0d4304e59d6e6337eb16ad48bf14f45da040dea94c1166907,Drutsa-e1,F,70
9541abf2a53c9074a208170f9382c8a7e235885d24bb952d42da362b799508a9,Drutsa-e1,R,82
0baf9be8079da086127a68b731055fd5abb211c5d3f60b3de6434eaee2015f01,Drutsa-e1,t,116
2e28a0553ae9668650ecf2cbc6d7c53d5685bd08e9c9dce5c733c20ba3e46931,Drutsa-e1,seven,55
3979cf85813a0527d6a4b2222c4775a2ee0b758d6868585c1f522472213368f3,Drutsa-e1,asterisk,42
1f887f1a2921f7b54e03a8de1aafef46682b26c915e1c0dd085e08d0f29ec151,Drutsa-e1,bracketleft,91
25a4015dc47cccee35158dce94b32d469dd981d26e52e74ac91955f0cc49de93,Drutsa-e1,C,67
d49833214b73b0eb84d4d7e3200dab4de5a0ebb006aa26700a7b6188a7038ba0,Drutsa-e1,n,110
c3d4b6d8f3e0d2a7b389568148c91eda1a38a957715074f75d5442f77574f5ab,Drutsa-e1,H,72
cf9253c93140d0924b5006fb0f4c9ba2dc97b82366aa847c600d9d8f00e12f20,Drutsa-e1,s,115
409571437f7138e31a58540d1156dfd6005aae228a23020a530682d2d0145328,Drutsa-e1,q,113
db1db445e7b8cf397756086e8c1d2650398aa746892a1f905ba8344b9a0c4812,Drutsa-e1,d,100
19fc329da9929fdc27ab2bc18c2896015cbcd8d83ce9973a7bbe517bfec12894,Drutsa-e1,a,97
0824c8476fa9a0e5d61ab2e0a0fb372c4f09d79d7404ed1e2becfce3b075c922,Drutsa-e1,period,46
d3cc9ee7d67dd1c526a1b261bf790a8e639b811aca52ba6aa454c7431578ee99,Drutsa-e1,y,121
5d87c9243160678a6d14fb8ff0c2035d21f8c339cee30abe7301ea10ad861955,Drutsa-e1,T,84
d5af7166cff72ac12dd879226e481dd2d2a04b2fd194a648c1665382f7a72424,Drutsa-e1,V,86
25e6c95de723599854d59218771330dbc3e07b8f55f34c8a3d243ac270e13d3c,Drutsa-e1,three,51
ce6c8b6a83cb3ee673ebbd4b733e5114402a73f7a9df9b2a92e27fac9a627d8e,Drutsa-e1,M,77
0fba8b28461cf6a70eee5a2364bf619bf0e125299f4674c34c62462902757f23,Drutsa-e1,u,117
a593ecb3a1a33150ef13c627fcd466ebb42d82fcce10f91e539cb841cdbff2a1,Drutsa-e1,backslash,92
71c4f0e5b2065e14e7f514fb78027fca5644bc8c4c0b1b8a6714ace6e507a838,Drutsa-e1,h,104
9814aee8be59c1bafa13ba4b986ea418ba70f66efb7c0fc39a9d14e1f12d74fd,Drutsa-e1,K,75
936085222eee7c34131b0efe69417d6fbc1ab281678725448a8367cebc5a2008,Drutsa-e1,five,53
0d0d8311b4949bc05cdd3bf3737238412eb8009f39d0d5fca3af0a09cbabfaef,Drutsa-e1,FLW257,57348
9131ee57110f475a8a0535a9914fa213b17471db6a0ef73b3ec791761766e157,Drutsa-e1,P,80
aed714722956913e99635a5d3913cc1ae6b6bf9c33ddf7b9c203724f8ef1aafc,Drutsa-e1,numbersign,35
5a77c2cb6c4849564c664a9c1caff2b7f0acc14070d0e2d6d1b27192fadc9419,Drutsa-e1,S,83
e23fb5de3472c63e58b0f331fec0e3c6b97b6463285de83aee02ba329615fa1e,Drutsa-e1,x,120
3bcf120772e64c6dfafa3c58b789478f525b644238211af864da9c6500635a97,Drutsa-e1,L,76
e1c4ea30331e64614a5499ae59e305e9e02e872df7c82c9ba196b14f9e7afd4d,Drutsa-e1,I,73
e2eaa884c00bced75c812947125b1bbec61fdeef25dd9fe7b839c2fee79bf57c,Drutsa-e1,semicolon,59
a9a8eaa03b6adc359af1cee02cdecd5139801ed54e79767dd0bfe12994466916,Drutsa-e1,O,79
23a875d645d50eed53029812ca98e98402ecb6aede48410b87feeb7e1df0f4b1,Drutsa-e1,e,101
a12f290ec7e358075f75cd644112ed54fd6fe7bab30ea78c48a6dd289be58ef7,Drutsa-e1,less,60
834a68278f466e1ac1551f2381f3890cb6fe49efc7c7d880e462d9f148fd3abb,Drutsa-e1,c,99
9f0af3f7460e3dbe22d8a7ba459b064cb65e0a2ab1a8316897eae7aebf952d3e,Drutsa-e1,six,54
459000c4278288deb3e814d181a6e2af07075118f4d25e9e5ca22f57e07b61a3,Drutsa-e1,X,88
f7883d39f61a189146a2e62b38e371064fd7cbf43b02f46f44907171cfe1732c,Drutsa-e1,m,109
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-e1,space,32
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-e1,space,160
f8a1ccd86ed0dc871b0eaa4f69d6d96ed70940ccd7c5f90c29eb6fd10137f175,Drutsa-e1,braceright,125
3c8d7e1d3bbbbfb8920215d1834dfefc70b406d7453da0f20fe1e8cb343f3b4a,Drutsa-e1,A,65
908c6a6994ece002d72397f54aa15e98712fe9445e5c14dd3cd964885c6cf470,Drutsa-e1,eight,56
4b257fde59177645a4ea3660e67a681ed38ed08810f9643288f057ce78e4a3ff,Drutsa-e1,four,52
6daa9ac55225d744823afe2f8fecb1ccec52c77daafa4d36a28c45c64c780a2e,Drutsa-e1,underscore,95
dff6f779b7aff3bd4b2d7529e5778dbeb28576adb56fae931d0a91c1f7ad33ca,Drutsa-e1,comma,44
b3c2004206bfa3503ab62b9cebb167fe865f9b3e9bf9afdc12df7f14cf96fb6c,Drutsa-e1,one,49
e789aef34d4c551e2f908e054f9a1dadfc2b24a5fd86d5677598b5355b078c01,Drutsa-e1,k,107
e1f6a2a5e3fd858e83fa1a5499daedf1386516371ac8182a5fa4b8c09100376f,Drutsa-e1,B,66
12dee0e7a28fd038906d7a2c99bf7fa01f92e696df5d95cde76834b019119e84,Drutsa-e1,at,64
2b154ee1bb78a900f07224a0313bcd07afcc7d45153b0c872799fa2ed350422f,Drutsa-e1,nine,57
e37c0b9ae66cbadfa788d1e1af98503550c8f9583487b1f1f473596a1a60d96d,Drutsa-e1,p,112
73544b704f9d8f13072bf2e5737fde40b64081713eabe6f0acf90dfa0a11eff1,Drutsa-e1,J,74
9941d770d1db0d6528557598d34419b71f671276985132a334fffa3f2e3d251d,Drutsa-e1,flex,94
541d69ebd6c821c9e2438c6a9baf1c7731abbc6c2e956505b4596484ab9fcddc,Drutsa-e1,r,114
32f666cf115534a89ea8ce3912ad022dc00619f94fb2cf5d1515d07e2b0a8275,Drutsa-e1,braceleft,123
8a58a36a63ef6515fbf5771466a9c1f86bceaae37a2ece02749c515a039a4b9f,Drutsa-e1,visiblespace,57347
b18a661244f6b84d02a1394e8f0990463dbe58301f56f1e082d2d8f9339e1da9,Drutsa-e1,slash,47
6e43ac853a1353287c7f1edc21c50ed21379ee17e6e14f798c675d8be772456e,Drutsa-e1,g,103
097ccbeec7712c8a5bf27a26e3bb5bfcde15b275ad8437aee1bcddfaf589df7a,Drutsa-e1,W,87
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-e1,.null,
bba15e00e65c48882eaf36f6ebddce0daecd0114b2d1907bc68b4675547ae78d,Drutsa-e1,question,63
abd0a57bb167da75c4ca87867cb29b120045b7441a6456daa2ac2ed17f58b73e,Drutsa-e1,Z,90
a2a65a35e8aca211e7331b69b8e2551d544b26d905fec2f20ff8be09568babf8,Drutsa-e1,plus,43
a15d123515f2036d355b0064c2d8018899e654f56e166b935785ac593936f225,Drutsa-e1,v,118
55f3bbdb361d9beb2cd576e18197804d557b569e1b241e9a27c05b4e457a1e14,Drutsa-e1,zero,48
8f3483b0ab5c12503f42ba927a8356b4a79a9a6c0eb19a3880ce50630d86326c,Drutsa-e1,parenright,41
58bdd049d8d40927af2396d57e19c38fb8f1e5eb9a95ce967f5388d2b4af1279,Drutsa-e1,f,102
0749ea636ba78ee7a34462efb80428832ba634a0a648df11c34ee7ca03e318bb,Drutsa-e1,colon,58
d8f4e157ed1607e1ad9c1eb730536261198b1e5cfdb0705b770b4b9537ae66a5,Drutsa-e1,U,85
bf683c99e0431ea030760ecc1a4fa8ecbb7dd95453e3736ac6a881c124b4d38f,Drutsa-e1,l,108
83df0747d197eb20bb85670cc5969ddc0191bbcd6e19a5e9bb2aa24cf60a3e5a,Drutsa-e1,Y,89
1c97c84c7e1b590190f01a3b16a505dc6d84aeaf85909a954d032c0bb53e4c93,Drutsa-e1,.notdef,
c0c69b7139df8714e6ab461d68ff6d0481d0d41dc4f727a03ead747e7cf7fb71,Drutsa-e1,percent,37
82da7521cb3bc9c0cdaf3d06197498a498fdb281080a5b47a25d6df84225b55e,Drutsa-e1,D,68
59c23665a3b8cb94f52a75afdad0ad246ecef9b0ba972538cf0276f839301de1,Drutsa-e1,parenleft,40
d1ad5274df36d428071b230033853406b645d78f64c621f35a87883a2e4c1f67,Drutsa-e1,w,119
1e4326f51015ad66b804526f7f8ff7f5ba079e9a509bcdf4d57378fd2df8bf1e,Drutsa-e1,greater,62
b43029a3624e85464a3076a31770222f6fd5a38e5c672feb8065b3d38a1d7a84,Drutsa-e1,Q,81
3f26b36bbef90ab578cafdd61acec6c08b7a7d3d23803a18a35afebc0f2278f4,Drutsa-e1,two,50
9d7fdbb74d4a5fb001eef1feef311e38060a62b1c9c80f1fe6f37710559024b7,Drutsa-e1,N,78
f1da41c6031bc938f9eea93ef2c2be424997dd15d35f0fdc546557199773759a,Drutsa-e1,i,105
1e09b68421634d9128fa1095a3ec88f530c5f62240d2b0e248637b3fc5548f30,Drutsa-e1,bar,124
46d3e372d3f5690c67550360caccb7ad5787075ad13c4d0a015d3c4780b701c6,Drutsa-e1,asciitilde,126
2f8d29fe3ebeb9af76c837897671f6424cdcb15b2b09a8eb67ae055c12c86202,Drutsa-e1,ampersand,38
356593232e9f03b31f769ad0f4f6a2c8d4735704624e97c970a07a666e43cd34,Drutsa-e1,dollar,36
60ae50a0c19153426c6f93219b1599e15ddb8d1164a0fb6c088d25ec6804ac32,Drutsa-e1,G,71
f0215c02b9dc36d20358627517e46535c4159d3142c62ee4af9b75d74a42eb05,Drutsa-e1,o,111
c4b8538222bf6dde791c0ed97e8640109d6c19287371821780b9a29ec06e9db1,Drutsa-e1,nonmarkingreturn,
7cb2364b84f7a289b3848d33549bc95476d8a265a87bea9b6889de72f7ac6100,Drutsa-e1,z,122
7f16e40ac3e459abfb21bef28818a35fd03515c109d9d3a66056670de7d17c47,Drutsa-e1,bracketright,93
